row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,product_id,product_name,category,sub_category,sales,quantity,discount,profit
6114,ORD-2023-3138,2023-07-13,2023-07-20,Standard Class,CU-10105,Barbara Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1033,Label Maker,Technology,Machines,3565.69,3,0,418.71
6115,ORD-2023-3138,2023-07-13,2023-07-20,First Class,CU-10105,Barbara Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1032,Laser Printer,Technology,Machines,4768.27,4,0.2,669.95
6116,ORD-2023-4033,2023-07-13,2023-07-15,Same Day,CU-10142,Charles Wilson,Home Office,East,Massachusetts,Boston,PR-1018,Copy Paper Ream,Office Supplies,Paper,122.87,2,0.4,14.26
6117,ORD-2023-1248,2023-07-14,2023-07-19,Same Day,CU-10040,Thomas Martin,Consumer,West,California,San Diego,PR-1014,Filing Tray,Furniture,Furnishings,622.37,1,0.3,89.14
6118,ORD-2023-1248,2023-07-14,2023-07-19,Standard Class,CU-10040,Thomas Martin,Consumer,West,California,San Diego,PR-1014,Filing Tray,Furniture,Furnishings,622.37,1,0.3,86.14
6119,ORD-2023-1940,2023-07-14,2023-07-17,Standard Class,CU-10062,David Johnson,Corporate,East,Virginia,Norfolk,PR-1003,Stacking Chair,Furniture,Chairs,582.69,2,0.1,17.77
6120,ORD-2023-1940,2023-07-14,2023-07-17,Same Day,CU-10062,David Johnson,Corporate,East,Virginia,Norfolk,PR-1027,Address Labels,Office Supplies,Labels,244.42,3,0.2,37.66
6121,ORD-2023-1940,2023-07-14,2023-07-17,First Class,CU-10062,David Johnson,Corporate,East,Virginia,Norfolk,PR-1010,Corner Bookcase,Furniture,Bookcases,846.73,3,0.4,68.03
6122,ORD-2023-1940,2023-07-14,2023-07-17,Standard Class,CU-10062,David Johnson,Corporate,East,Virginia,Norfolk,PR-1010,Corner Bookcase,Furniture,Bookcases,1128.97,4,0.4,368.12
6123,ORD-2023-2406,2023-07-14,2023-07-15,Same Day,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1034,Shredder,Technology,Machines,3813.88,4,0.2,221.09
6124,ORD-2023-2406,2023-07-14,2023-07-15,First Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1026,Push Pins,Office Supplies,Art,89.48,1,0,28.3
6125,ORD-2023-3139,2023-07-14,2023-07-21,Same Day,CU-10105,Barbara Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1034,Shredder,Technology,Machines,2677.83,3,0.4,454.31
6126,ORD-2023-3139,2023-07-14,2023-07-21,Second Class,CU-10105,Barbara Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1020,Sticky Notes,Office Supplies,Paper,166.97,3,0,43.46
6127,ORD-2023-3139,2023-07-14,2023-07-21,First Class,CU-10105,Barbara Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1018,Copy Paper Ream,Office Supplies,Paper,122.87,2,0.4,21.76
6128,ORD-2023-880,2023-07-14,2023-07-21,Standard Class,CU-10028,Sarah Davis,Home Office,West,California,Los Angeles,PR-1014,Filing Tray,Furniture,Furnishings,3265.75,5,0.15,216.06
6129,ORD-2023-880,2023-07-14,2023-07-21,Standard Class,CU-10028,Sarah Davis,Home Office,West,California,Los Angeles,PR-1008,Side Table,Furniture,Tables,1113.4,2,0.15,343.53
6130,ORD-2023-1009,2023-07-15,2023-07-17,Second Class,CU-10032,Patricia Thomas,Corporate,Central,Michigan,Ann Arbor,PR-1017,View Binder,Office Supplies,Binders,55.33,3,0.1,9.34
6131,ORD-2023-1009,2023-07-15,2023-07-17,First Class,CU-10032,Patricia Thomas,Corporate,Central,Michigan,Ann Arbor,PR-1021,File Cabinet,Office Supplies,Storage,89.52,2,0.3,28.51
6132,ORD-2023-1474,2023-07-15,2023-07-20,First Class,CU-10047,Jennifer Moore,Home Office,Central,Wisconsin,Milwaukee,PR-1015,3-Ring Binder,Office Supplies,Binders,27.42,2,0.4,5.43
6133,ORD-2023-1474,2023-07-15,2023-07-20,Second Class,CU-10047,Jennifer Moore,Home Office,Central,Wisconsin,Milwaukee,PR-1013,Wall Clock,Furniture,Furnishings,138.5,1,0,-0.74
6134,ORD-2023-1474,2023-07-15,2023-07-20,Second Class,CU-10047,Jennifer Moore,Home Office,Central,Wisconsin,Milwaukee,PR-1023,Locking Drawer,Office Supplies,Storage,152.87,5,0,9.16
6135,ORD-2023-2363,2023-07-15,2023-07-22,First Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1001,Executive Chair,Furniture,Chairs,508.38,1,0.2,160.4
6136,ORD-2023-2363,2023-07-15,2023-07-22,First Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1021,File Cabinet,Office Supplies,Storage,295.14,6,0,86.07
6137,ORD-2023-2363,2023-07-15,2023-07-22,Standard Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1036,USB Hub,Technology,Accessories,5442.41,6,0,1180.21
6138,ORD-2023-2363,2023-07-15,2023-07-22,First Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1036,USB Hub,Technology,Accessories,1759.71,2,0.1,276.26
6139,ORD-2023-2525,2023-07-15,2023-07-17,Same Day,CU-10085,Richard Garcia,Corporate,South,Georgia,Atlanta,PR-1038,Desktop Copier,Technology,Copiers,1358.45,2,0.15,462.13
6140,ORD-2023-2812,2023-07-15,2023-07-22,Same Day,CU-10097,Ahmed Moore,Home Office,West,Nevada,Las Vegas,PR-1017,View Binder,Office Supplies,Binders,38.03,2,0,1.38
6141,ORD-2023-3728,2023-07-15,2023-07-16,Same Day,CU-10127,Robert Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1029,Smartphone X,Technology,Phones,1006.93,2,0.4,56.04
6142,ORD-2023-3728,2023-07-15,2023-07-16,Standard Class,CU-10127,Robert Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1039,Office Copier XL,Technology,Copiers,328.85,2,0,98.77
6143,ORD-2023-3728,2023-07-15,2023-07-16,Same Day,CU-10127,Robert Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1029,Smartphone X,Technology,Phones,572.12,1,0,28.1
6144,ORD-2023-4,2023-07-15,2023-07-18,Same Day,CU-10000,Priya Brown,Consumer,East,New Jersey,Newark,PR-1003,Stacking Chair,Furniture,Chairs,1694.01,6,0.2,331.93
6145,ORD-2023-4,2023-07-15,2023-07-18,Same Day,CU-10000,Priya Brown,Consumer,East,New Jersey,Newark,PR-1018,Copy Paper Ream,Office Supplies,Paper,418.86,6,0,-8.37
6146,ORD-2023-4,2023-07-15,2023-07-18,Second Class,CU-10000,Priya Brown,Consumer,East,New Jersey,Newark,PR-1024,Marker Set,Office Supplies,Art,493.21,5,0,163.31
6147,ORD-2023-4,2023-07-15,2023-07-18,Standard Class,CU-10000,Priya Brown,Consumer,East,New Jersey,Newark,PR-1039,Office Copier XL,Technology,Copiers,868.16,6,0.4,-31.32
6148,ORD-2023-4951,2023-07-16,2023-07-23,Standard Class,CU-10167,Sarah Jones,Home Office,South,Tennessee,Memphis,PR-1037,Laptop Stand,Technology,Accessories,120.76,1,0.1,-4.57
6149,ORD-2023-4951,2023-07-16,2023-07-23,Same Day,CU-10167,Sarah Jones,Home Office,South,Tennessee,Memphis,PR-1020,Sticky Notes,Office Supplies,Paper,166.97,3,0,3.09
6150,ORD-2023-4951,2023-07-16,2023-07-23,Same Day,CU-10167,Sarah Jones,Home Office,South,Tennessee,Memphis,PR-1039,Office Copier XL,Technology,Copiers,149.63,1,0.3,36.71
6151,ORD-2023-4951,2023-07-16,2023-07-23,Standard Class,CU-10167,Sarah Jones,Home Office,South,Tennessee,Memphis,PR-1006,Round Table,Furniture,Tables,1135.12,4,0,55.13
6152,ORD-2023-1635,2023-07-17,2023-07-19,Standard Class,CU-10051,Ahmed Rodriguez,Consumer,East,New York,Buffalo,PR-1022,Storage Box,Office Supplies,Storage,454.67,5,0.2,143.58
6153,ORD-2023-1162,2023-07-18,2023-07-23,First Class,CU-10038,David Moore,Consumer,Central,Michigan,Ann Arbor,PR-1011,Ladder Shelf,Furniture,Bookcases,2651.84,4,0.3,921.11
6154,ORD-2023-1400,2023-07-18,2023-07-19,Standard Class,CU-10043,Charles Martin,Home Office,Central,Ohio,Columbus,PR-1034,Shredder,Technology,Machines,2028.66,2,0,2.13
6155,ORD-2023-1400,2023-07-18,2023-07-19,First Class,CU-10043,Charles Martin,Home Office,Central,Ohio,Columbus,PR-1005,Conference Table,Furniture,Tables,325.84,1,0.15,-2.96
6156,ORD-2023-1400,2023-07-18,2023-07-19,First Class,CU-10043,Charles Martin,Home Office,Central,Ohio,Columbus,PR-1022,Storage Box,Office Supplies,Storage,184.77,2,0.15,-3.53
6157,ORD-2023-1400,2023-07-18,2023-07-19,First Class,CU-10043,Charles Martin,Home Office,Central,Ohio,Columbus,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,2591.39,5,0,834.26
6158,ORD-2023-1842,2023-07-18,2023-07-19,Standard Class,CU-10060,David Williams,Home Office,Central,Ohio,Cleveland,PR-1036,USB Hub,Technology,Accessories,825.43,1,0.3,205.59
6159,ORD-2023-1842,2023-07-18,2023-07-19,Same Day,CU-10060,David Williams,Home Office,Central,Ohio,Cleveland,PR-1039,Office Copier XL,Technology,Copiers,493.27,3,0,12.76
6160,ORD-2023-1842,2023-07-18,2023-07-19,Standard Class,CU-10060,David Williams,Home Office,Central,Ohio,Cleveland,PR-1024,Marker Set,Office Supplies,Art,92.72,1,0.2,7.83
6161,ORD-2023-3210,2023-07-18,2023-07-19,Same Day,CU-10110,Mary Lee,Consumer,Central,Illinois,Springfield,PR-1031,Headset Pro,Technology,Phones,552.28,6,0,-24.84
6162,ORD-2023-3210,2023-07-18,2023-07-19,First Class,CU-10110,Mary Lee,Consumer,Central,Illinois,Springfield,PR-1035,Wireless Mouse,Technology,Accessories,934.81,1,0.4,-7.18
6163,ORD-2023-3210,2023-07-18,2023-07-19,Same Day,CU-10110,Mary Lee,Consumer,Central,Illinois,Springfield,PR-1004,Recliner,Furniture,Chairs,1172.45,4,0.2,10.98
6164,ORD-2023-3210,2023-07-18,2023-07-19,Second Class,CU-10110,Mary Lee,Consumer,Central,Illinois,Springfield,PR-1001,Executive Chair,Furniture,Chairs,2541.9,5,0.2,708.52
6165,ORD-2023-3284,2023-07-18,2023-07-23,Second Class,CU-10113,Charles Johnson,Consumer,West,Washington,Spokane,PR-1017,View Binder,Office Supplies,Binders,90.79,5,0.15,15.14
6166,ORD-2023-3673,2023-07-18,2023-07-21,First Class,CU-10126,Priya Moore,Home Office,Central,Illinois,Springfield,PR-1002,Mesh Task Chair,Furniture,Chairs,2869.9,6,0.3,969.19
6167,ORD-2023-3673,2023-07-18,2023-07-21,Second Class,CU-10126,Priya Moore,Home Office,Central,Illinois,Springfield,PR-1021,File Cabinet,Office Supplies,Storage,187.9,4,0.15,23.61
6168,ORD-2023-3673,2023-07-18,2023-07-21,Same Day,CU-10126,Priya Moore,Home Office,Central,Illinois,Springfield,PR-1006,Round Table,Furniture,Tables,1333.77,5,0.2,195.61
6169,ORD-2023-3673,2023-07-18,2023-07-21,Second Class,CU-10126,Priya Moore,Home Office,Central,Illinois,Springfield,PR-1022,Storage Box,Office Supplies,Storage,483.69,5,0,10.72
6170,ORD-2023-4089,2023-07-18,2023-07-21,Same Day,CU-10143,James Jones,Corporate,South,Georgia,Atlanta,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,1036.56,2,0,100.03
6171,ORD-2023-4089,2023-07-18,2023-07-21,Same Day,CU-10143,James Jones,Corporate,South,Georgia,Atlanta,PR-1015,3-Ring Binder,Office Supplies,Binders,45.34,3,0.1,15.54
6172,ORD-2023-4646,2023-07-18,2023-07-23,Same Day,CU-10157,Linda Miller,Home Office,Central,Illinois,Chicago,PR-1008,Side Table,Furniture,Tables,1165.86,2,0,81.41
6173,ORD-2023-5184,2023-07-18,2023-07-25,Same Day,CU-10173,Linda Jones,Consumer,West,California,San Diego,PR-1030,Cordless Phone,Technology,Phones,3323.01,6,0.2,432.4
6174,ORD-2023-5184,2023-07-18,2023-07-25,Same Day,CU-10173,Linda Jones,Consumer,West,California,San Diego,PR-1011,Ladder Shelf,Furniture,Bookcases,728.53,1,0,117.78
6175,ORD-2023-5184,2023-07-18,2023-07-25,Same Day,CU-10173,Linda Jones,Consumer,West,California,San Diego,PR-1016,Report Cover,Office Supplies,Binders,340.92,4,0,6.3
6176,ORD-2023-5890,2023-07-18,2023-07-24,Standard Class,CU-10196,Yuki Wilson,Consumer,East,New York,New York City,PR-1027,Address Labels,Office Supplies,Labels,260.02,3,0,-9.23
6177,ORD-2023-5890,2023-07-18,2023-07-24,Second Class,CU-10196,Yuki Wilson,Consumer,East,New York,New York City,PR-1024,Marker Set,Office Supplies,Art,382.73,4,0.1,112.61
6178,ORD-2023-6219,2023-07-18,2023-07-22,Same Day,CU-10208,William Garcia,Home Office,East,Virginia,Richmond,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,2736.51,6,0.4,371.06
6179,ORD-2023-1132,2023-07-19,2023-07-24,First Class,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1003,Stacking Chair,Furniture,Chairs,300.36,1,0,48.93
6180,ORD-2023-1634,2023-07-19,2023-07-23,First Class,CU-10051,Ahmed Rodriguez,Consumer,East,New York,Buffalo,PR-1018,Copy Paper Ream,Office Supplies,Paper,338.58,5,0.1,85.18
6181,ORD-2023-2675,2023-07-19,2023-07-21,Same Day,CU-10094,Ahmed Davis,Home Office,East,New Jersey,Newark,PR-1021,File Cabinet,Office Supplies,Storage,216.43,5,0.4,50.44
6182,ORD-2023-2675,2023-07-19,2023-07-21,Second Class,CU-10094,Ahmed Davis,Home Office,East,New Jersey,Newark,PR-1013,Wall Clock,Furniture,Furnishings,692.5,5,0,156.84
6183,ORD-2023-2675,2023-07-19,2023-07-21,Second Class,CU-10094,Ahmed Davis,Home Office,East,New Jersey,Newark,PR-1033,Label Maker,Technology,Machines,2377.13,2,0,146.78
6184,ORD-2023-4870,2023-07-19,2023-07-26,Second Class,CU-10163,Patricia Moore,Home Office,Central,Ohio,Cleveland,PR-1038,Desktop Copier,Technology,Copiers,1379.78,2,0.1,291.36
6185,ORD-2023-1721,2023-07-20,2023-07-27,First Class,CU-10055,Patricia Anderson,Consumer,South,Alabama,Birmingham,PR-1018,Copy Paper Ream,Office Supplies,Paper,184.3,3,0.4,41.21
6186,ORD-2023-1721,2023-07-20,2023-07-27,Standard Class,CU-10055,Patricia Anderson,Consumer,South,Alabama,Birmingham,PR-1020,Sticky Notes,Office Supplies,Paper,166.97,3,0,48.42
6187,ORD-2023-1721,2023-07-20,2023-07-27,Second Class,CU-10055,Patricia Anderson,Consumer,South,Alabama,Birmingham,PR-1029,Smartphone X,Technology,Phones,2288.47,4,0,566.46
6188,ORD-2023-2361,2023-07-20,2023-07-22,Standard Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1005,Conference Table,Furniture,Tables,1023.6,3,0,204.55
6189,ORD-2023-2361,2023-07-20,2023-07-22,Second Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1029,Smartphone X,Technology,Phones,2731.86,5,0.15,158.4
6190,ORD-2023-2361,2023-07-20,2023-07-22,First Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1035,Wireless Mouse,Technology,Accessories,1030.42,1,0.1,131.59
6191,ORD-2023-2361,2023-07-20,2023-07-22,Standard Class,CU-10079,Elizabeth Davis,Home Office,Central,Ohio,Cleveland,PR-1029,Smartphone X,Technology,Phones,3329.73,6,0.1,557.7
6192,ORD-2023-273,2023-07-20,2023-07-27,Second Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1003,Stacking Chair,Furniture,Chairs,300.36,1,0,96.1
6193,ORD-2023-273,2023-07-20,2023-07-27,Standard Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1011,Ladder Shelf,Furniture,Bookcases,641.1,1,0.4,99.99
6194,ORD-2023-273,2023-07-20,2023-07-27,First Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1016,Report Cover,Office Supplies,Binders,450.01,6,0.4,84.19
6195,ORD-2023-273,2023-07-20,2023-07-27,Standard Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1027,Address Labels,Office Supplies,Labels,162.95,2,0.2,6.85
6196,ORD-2023-3674,2023-07-20,2023-07-26,Standard Class,CU-10126,Priya Moore,Home Office,Central,Illinois,Springfield,PR-1017,View Binder,Office Supplies,Binders,108.95,6,0.15,21.43
6197,ORD-2023-3674,2023-07-20,2023-07-26,First Class,CU-10126,Priya Moore,Home Office,Central,Illinois,Springfield,PR-1030,Cordless Phone,Technology,Phones,3376.04,6,0.15,275.32
6198,ORD-2023-3674,2023-07-20,2023-07-26,Second Class,CU-10126,Priya Moore,Home Office,Central,Illinois,Springfield,PR-1017,View Binder,Office Supplies,Binders,95.07,5,0,23.2
6199,ORD-2023-5492,2023-07-20,2023-07-22,Same Day,CU-10184,Linda Thomas,Corporate,Central,Michigan,Ann Arbor,PR-1008,Side Table,Furniture,Tables,3340.19,6,0.15,1054.39
6200,ORD-2023-5492,2023-07-20,2023-07-22,Second Class,CU-10184,Linda Thomas,Corporate,Central,Michigan,Ann Arbor,PR-1034,Shredder,Technology,Machines,5812.11,6,0.15,1479.43
6201,ORD-2023-5785,2023-07-20,2023-07-25,Standard Class,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1031,Headset Pro,Technology,Phones,162.0,2,0.4,56.35
6202,ORD-2023-5785,2023-07-20,2023-07-25,First Class,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1037,Laptop Stand,Technology,Accessories,373.47,3,0,38.09
6203,ORD-2023-5785,2023-07-20,2023-07-25,Same Day,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1004,Recliner,Furniture,Chairs,1247.29,4,0,365.28
6204,ORD-2023-5785,2023-07-20,2023-07-25,Standard Class,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1013,Wall Clock,Furniture,Furnishings,537.38,4,0.1,50.29
6205,ORD-2023-813,2023-07-20,2023-07-27,Standard Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1022,Storage Box,Office Supplies,Storage,181.87,2,0.2,34.08
6206,ORD-2023-813,2023-07-20,2023-07-27,Standard Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1007,Standing Desk,Furniture,Tables,634.79,1,0,170.43
6207,ORD-2023-1350,2023-07-21,2023-07-26,Same Day,CU-10042,Charles Davis,Corporate,East,Virginia,Richmond,PR-1035,Wireless Mouse,Technology,Accessories,3186.86,3,0,1015.43
6208,ORD-2023-1350,2023-07-21,2023-07-26,Same Day,CU-10042,Charles Davis,Corporate,East,Virginia,Richmond,PR-1018,Copy Paper Ream,Office Supplies,Paper,418.86,6,0,50.21
6209,ORD-2023-1350,2023-07-21,2023-07-26,Second Class,CU-10042,Charles Davis,Corporate,East,Virginia,Richmond,PR-1001,Executive Chair,Furniture,Chairs,1622.49,3,0,534.32
6210,ORD-2023-2193,2023-07-21,2023-07-25,Second Class,CU-10072,Linda Jackson,Home Office,East,Massachusetts,Worcester,PR-1021,File Cabinet,Office Supplies,Storage,190.86,4,0.1,55.22
6211,ORD-2023-2193,2023-07-21,2023-07-25,Second Class,CU-10072,Linda Jackson,Home Office,East,Massachusetts,Worcester,PR-1005,Conference Table,Furniture,Tables,1282.91,4,0.2,-35.42
6212,ORD-2023-2193,2023-07-21,2023-07-25,Second Class,CU-10072,Linda Jackson,Home Office,East,Massachusetts,Worcester,PR-1018,Copy Paper Ream,Office Supplies,Paper,135.43,2,0.1,35.17
6213,ORD-2023-2477,2023-07-21,2023-07-22,Standard Class,CU-10084,Susan Jackson,Home Office,East,Massachusetts,Worcester,PR-1013,Wall Clock,Furniture,Furnishings,126.03,1,0.3,16.53
6214,ORD-2023-3508,2023-07-21,2023-07-26,First Class,CU-10120,Sofia Miller,Consumer,South,Florida,Tampa,PR-1022,Storage Box,Office Supplies,Storage,469.18,5,0.1,7.15
6215,ORD-2023-5297,2023-07-21,2023-07-23,Second Class,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1033,Label Maker,Technology,Machines,5675.39,5,0.15,848.19
6216,ORD-2023-5297,2023-07-21,2023-07-23,Second Class,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1028,Shipping Labels,Office Supplies,Labels,345.13,5,0.4,-10.44
6217,ORD-2023-5362,2023-07-21,2023-07-22,First Class,CU-10179,Sofia Martin,Consumer,Central,Michigan,Detroit,PR-1023,Locking Drawer,Office Supplies,Storage,177.94,6,0.1,27.6
6218,ORD-2023-6220,2023-07-21,2023-07-25,Same Day,CU-10208,William Garcia,Home Office,East,Virginia,Richmond,PR-1024,Marker Set,Office Supplies,Art,92.72,1,0.2,11.22
6219,ORD-2023-6220,2023-07-21,2023-07-25,First Class,CU-10208,William Garcia,Home Office,East,Virginia,Richmond,PR-1021,File Cabinet,Office Supplies,Storage,286.28,6,0.1,58.8
6220,ORD-2023-6220,2023-07-21,2023-07-25,Second Class,CU-10208,William Garcia,Home Office,East,Virginia,Richmond,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,1979.83,4,0.15,169.52
6221,ORD-2023-6220,2023-07-21,2023-07-25,Second Class,CU-10208,William Garcia,Home Office,East,Virginia,Richmond,PR-1025,Sketch Pad,Office Supplies,Art,30.67,2,0.2,0.87
6222,ORD-2023-1779,2023-07-22,2023-07-25,Standard Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1004,Recliner,Furniture,Chairs,1247.29,4,0,324.22
6223,ORD-2023-1779,2023-07-22,2023-07-25,Standard Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1026,Push Pins,Office Supplies,Art,504.66,6,0.2,-5.8
6224,ORD-2023-2957,2023-07-22,2023-07-28,Same Day,CU-10100,Charles Thompson,Corporate,South,North Carolina,Charlotte,PR-1036,USB Hub,Technology,Accessories,2721.21,3,0,589.57
6225,ORD-2023-2957,2023-07-22,2023-07-28,Same Day,CU-10100,Charles Thompson,Corporate,South,North Carolina,Charlotte,PR-1031,Headset Pro,Technology,Phones,276.14,3,0,20.93
6226,ORD-2023-2957,2023-07-22,2023-07-28,Same Day,CU-10100,Charles Thompson,Corporate,South,North Carolina,Charlotte,PR-1029,Smartphone X,Technology,Phones,1144.24,2,0,259.97
6227,ORD-2023-2957,2023-07-22,2023-07-28,Standard Class,CU-10100,Charles Thompson,Corporate,South,North Carolina,Charlotte,PR-1023,Locking Drawer,Office Supplies,Storage,27.82,1,0.3,2.79
6228,ORD-2023-3323,2023-07-22,2023-07-29,Second Class,CU-10114,Patricia Lee,Home Office,South,Alabama,Birmingham,PR-1015,3-Ring Binder,Office Supplies,Binders,46.74,3,0,6.77
6229,ORD-2023-3323,2023-07-22,2023-07-29,Standard Class,CU-10114,Patricia Lee,Home Office,South,Alabama,Birmingham,PR-1006,Round Table,Furniture,Tables,1135.12,4,0,134.89
6230,ORD-2023-3323,2023-07-22,2023-07-29,Second Class,CU-10114,Patricia Lee,Home Office,South,Alabama,Birmingham,PR-1003,Stacking Chair,Furniture,Chairs,1434.2,5,0.15,115.66
6231,ORD-2023-4753,2023-07-22,2023-07-28,First Class,CU-10160,Barbara Martin,Corporate,Central,Illinois,Springfield,PR-1031,Headset Pro,Technology,Phones,368.19,4,0,107.53
6232,ORD-2023-4753,2023-07-22,2023-07-28,Same Day,CU-10160,Barbara Martin,Corporate,Central,Illinois,Springfield,PR-1010,Corner Bookcase,Furniture,Bookcases,933.33,3,0.1,305.68
6233,ORD-2023-5363,2023-07-22,2023-07-24,Second Class,CU-10179,Sofia Martin,Consumer,Central,Michigan,Detroit,PR-1027,Address Labels,Office Supplies,Labels,260.02,3,0,85.55
6234,ORD-2023-5363,2023-07-22,2023-07-24,Second Class,CU-10179,Sofia Martin,Consumer,Central,Michigan,Detroit,PR-1010,Corner Bookcase,Furniture,Bookcases,962.19,3,0,279.96
6235,ORD-2023-5363,2023-07-22,2023-07-24,Standard Class,CU-10179,Sofia Martin,Consumer,Central,Michigan,Detroit,PR-1002,Mesh Task Chair,Furniture,Chairs,2102.49,4,0,485.53
6236,ORD-2023-5412,2023-07-22,2023-07-27,First Class,CU-10180,Fatima Taylor,Home Office,South,Florida,Orlando,PR-1018,Copy Paper Ream,Office Supplies,Paper,135.43,2,0.1,16.19
6237,ORD-2023-5412,2023-07-22,2023-07-27,Second Class,CU-10180,Fatima Taylor,Home Office,South,Florida,Orlando,PR-1034,Shredder,Technology,Machines,6085.98,6,0,1180.56
6238,ORD-2023-5412,2023-07-22,2023-07-27,Same Day,CU-10180,Fatima Taylor,Home Office,South,Florida,Orlando,PR-1011,Ladder Shelf,Furniture,Bookcases,4371.16,6,0,838.2
6239,ORD-2023-940,2023-07-22,2023-07-29,First Class,CU-10030,Amit Jackson,Home Office,West,Arizona,Phoenix,PR-1034,Shredder,Technology,Machines,1014.33,1,0,259.41
6240,ORD-2023-940,2023-07-22,2023-07-29,Same Day,CU-10030,Amit Jackson,Home Office,West,Arizona,Phoenix,PR-1012,Desk Lamp,Furniture,Furnishings,163.88,1,0,10.45
6241,ORD-2023-940,2023-07-22,2023-07-29,First Class,CU-10030,Amit Jackson,Home Office,West,Arizona,Phoenix,PR-1034,Shredder,Technology,Machines,1906.94,2,0.2,560.52
6242,ORD-2023-2405,2023-07-23,2023-07-30,Same Day,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1014,Filing Tray,Furniture,Furnishings,2653.64,4,0.1,117.87
6243,ORD-2023-2405,2023-07-23,2023-07-30,First Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1003,Stacking Chair,Furniture,Chairs,300.36,1,0,-3.28
6244,ORD-2023-2405,2023-07-23,2023-07-30,Second Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1037,Laptop Stand,Technology,Accessories,226.57,2,0.3,2.85
6245,ORD-2023-2405,2023-07-23,2023-07-30,Standard Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1011,Ladder Shelf,Furniture,Bookcases,4174.46,6,0.15,-182.76
6246,ORD-2023-3072,2023-07-23,2023-07-29,Second Class,CU-10104,Robert Martinez,Corporate,West,Nevada,Las Vegas,PR-1034,Shredder,Technology,Machines,5720.82,6,0.2,1433.57
6247,ORD-2023-3072,2023-07-23,2023-07-29,Standard Class,CU-10104,Robert Martinez,Corporate,West,Nevada,Las Vegas,PR-1029,Smartphone X,Technology,Phones,2288.47,4,0,-96.88
6248,ORD-2023-3072,2023-07-23,2023-07-29,First Class,CU-10104,Robert Martinez,Corporate,West,Nevada,Las Vegas,PR-1036,USB Hub,Technology,Accessories,5442.41,6,0,88.09
6249,ORD-2023-3072,2023-07-23,2023-07-29,Second Class,CU-10104,Robert Martinez,Corporate,West,Nevada,Las Vegas,PR-1025,Sketch Pad,Office Supplies,Art,65.25,4,0,21.16
6250,ORD-2023-3553,2023-07-23,2023-07-27,Same Day,CU-10121,David Jones,Corporate,East,New York,New York City,PR-1037,Laptop Stand,Technology,Accessories,241.51,2,0.1,60.34
6251,ORD-2023-3553,2023-07-23,2023-07-27,First Class,CU-10121,David Jones,Corporate,East,New York,New York City,PR-1028,Shipping Labels,Office Supplies,Labels,78.44,1,0,-0.33
